holiday,temp,rain,snow,weather,day,month,year,hours,minutes,seconds,traffic_volume
0,280.86,0.0,0.0,Clouds,8,4,2013,16,0,0,6524
1,281.45,0.0,0.0,Clear,8,4,2013,17,0,0,6278
1,281.33,0.0,0.0,Clear,8,4,2013,18,0,0,4356
0,281.04,0.0,0.0,Clear,8,4,2013,19,0,0,3143
1,280.4,0.0,0.0,Clouds,8,4,2013,20,0,0,2620
1,279.81,0.0,0.0,Rain,8,4,2013,21,0,0,2171
0,279.81,0.0,0.0,Drizzle,8,4,2013,21,0,0,2171
1,279.11,0.0,0.0,Rain,8,4,2013,22,0,0,1454
0,279.11,0.0,0.0,Drizzle,8,4,2013,22,0,0,1454
1,279.11,0.0,0.0,Rain,8,4,2013,22,0,0,1454
0,278.39,0.0,0.0,Drizzle,8,4,2013,23,0,0,1124
1,278.39,0.0,0.0,Rain,8,4,2013,23,0,0,1124
1,278.39,0.0,0.0,Rain,8,4,2013,23,0,0,1124
0,278.02,0.0,0.0,Rain,9,4,2013,0,0,0,539
0,278.02,0.0,0.0,Rain,9,4,2013,0,0,0,539
1,277.78,0.0,0.0,Rain,9,4,2013,1,0,0,316
0,277.78,0.0,0.0,Mist,9,4,2013,1,0,0,316
0,277.78,0.0,0.0,Rain,9,4,2013,1,0,0,316
0,277.78,0.0,0.0,Drizzle,9,4,2013,1,0,0,316
0,277.93,0.0,0.0,Rain,9,4,2013,2,0,0,268
1,277.93,0.0,0.0,Mist,9,4,2013,2,0,0,268
1,277.93,0.0,0.0,Rain,9,4,2013,2,0,0,268
1,277.93,0.0,0.0,Rain,9,4,2013,3,0,0,305
1,277.93,0.0,0.0,Mist,9,4,2013,3,0,0,305
0,277.93,0.0,0.0,Rain,9,4,2013,3,0,0,305
0,277.93,0.0,0.0,Drizzle,9,4,2013,3,0,0,305
1,277.86,0.0,0.0,Rain,9,4,2013,4,0,0,737
0,277.86,0.0,0.0,Mist,9,4,2013,4,0,0,737
0,277.86,0.0,0.0,Rain,9,4,2013,4,0,0,737
0,277.73,0.0,0.0,Rain,9,4,2013,5,0,0,2626
0,277.73,0.0,0.0,Mist,9,4,2013,5,0,0,2626
1,277.73,0.0,0.0,Rain,9,4,2013,5,0,0,2626
0,277.55,0.0,0.0,Mist,9,4,2013,6,0,0,5823
1,277.55,0.0,0.0,Rain,9,4,2013,6,0,0,5823
1,277.53,0.0,0.0,Mist,9,4,2013,7,0,0,7110
0,277.53,0.0,0.0,Drizzle,9,4,2013,7,0,0,7110
0,277.22,0.0,0.0,Mist,9,4,2013,8,0,0,5954
1,277.22,0.0,0.0,Fog,9,4,2013,8,0,0,5954
1,277.22,0.0,0.0,Drizzle,9,4,2013,8,0,0,5954
0,277.22,0.0,0.0,Mist,9,4,2013,9,0,0,5289
1,277.22,0.0,0.0,Drizzle,9,4,2013,9,0,0,5289
1,277.49,0.0,0.0,Mist,9,4,2013,10,0,0,4439
0,277.88,0.0,0.0,Mist,9,4,2013,11,0,0,4560
1,278.58,0.0,0.0,Clouds,9,4,2013,12,0,0,4917
1,279.09,0.0,0.0,Haze,9,4,2013,13,0,0,4875
0,279.57,0.0,0.0,Mist,9,4,2013,14,0,0,5298
0,279.57,0.0,0.0,Haze,9,4,2013,14,0,0,5298
1,279.9,0.0,0.0,Mist,9,4,2013,15,0,0,5849
0,279.9,0.0,0.0,Haze,9,4,2013,15,0,0,5849
1,280.05,0.0,0.0,Clouds,9,4,2013,16,0,0,6564
1,280.19,0.0,0.0,Haze,9,4,2013,17,0,0,6315
0,280.01,0.0,0.0,Clouds,9,4,2013,18,0,0,4458
0,279.45,0.0,0.0,Clouds,9,4,2013,19,0,0,3226
0,278.88,0.0,0.0,Clouds,9,4,2013,20,0,0,2754
1,278.05,0.0,0.0,Clouds,9,4,2013,21,0,0,3824
1,277.72,0.0,0.0,Clouds,9,4,2013,22,0,0,2868
1,277.44,0.0,0.0,Clouds,9,4,2013,23,0,0,1127
1,277.4,0.0,0.0,Clouds,10,4,2013,0,0,0,501
1,277.16,0.0,0.0,Clouds,10,4,2013,1,0,0,320
1,276.84,0.0,0.0,Clouds,10,4,2013,2,0,0,227
0,276.62,0.0,0.0,Clouds,10,4,2013,3,0,0,297
1,276.31,0.0,0.0,Clouds,10,4,2013,4,0,0,752
1,276.19,0.0,0.0,Clouds,10,4,2013,5,0,0,2568
1,275.96,0.0,0.0,Clouds,10,4,2013,6,0,0,5543
1,275.68,0.0,0.0,Clouds,10,4,2013,7,0,0,6812
1,275.35,0.0,0.0,Rain,10,4,2013,8,0,0,6125
0,275.03,0.0,0.0,Rain,10,4,2013,9,0,0,5171
1,274.62,0.0,0.0,Rain,10,4,2013,10,0,0,4366
1,274.62,0.0,0.0,Mist,10,4,2013,10,0,0,4366
0,274.49,0.0,0.0,Clouds,10,4,2013,11,0,0,4418
0,274.58,0.0,0.0,Rain,10,4,2013,12,0,0,4793
1,274.58,0.0,0.0,Snow,10,4,2013,12,0,0,4793
0,274.58,0.0,0.0,Mist,10,4,2013,12,0,0,4793
1,274.58,0.0,0.0,Haze,10,4,2013,12,0,0,4793
0,275.38,0.0,0.0,Rain,10,4,2013,13,0,0,4958
0,275.38,0.0,0.0,Snow,10,4,2013,13,0,0,4958
1,276.36,0.0,0.0,Rain,10,4,2013,14,0,0,5207
1,277.55,0.0,0.0,Clouds,10,4,2013,15,0,0,5821
0,279.1,0.0,0.0,Clouds,10,4,2013,16,0,0,6383
0,278.69,0.0,0.0,Clouds,10,4,2013,17,0,0,6106
1,278.59,0.0,0.0,Clouds,10,4,2013,18,0,0,4435
0,278.33,0.0,0.0,Clouds,10,4,2013,19,0,0,3172
1,277.77,0.0,0.0,Clouds,10,4,2013,20,0,0,2763
1,277.05,0.0,0.0,Clouds,10,4,2013,21,0,0,2330
1,276.16,0.0,0.0,Rain,10,4,2013,22,0,0,1550
0,275.18,0.0,0.0,Snow,10,4,2013,23,0,0,1019
1,275.18,0.0,0.0,Rain,10,4,2013,23,0,0,1019
1,275.18,0.0,0.0,Mist,10,4,2013,23,0,0,1019
1,274.06,0.0,0.0,Snow,11,4,2013,0,0,0,582
0,274.06,0.0,0.0,Mist,11,4,2013,0,0,0,582
0,272.8,0.0,0.0,Snow,11,4,2013,1,0,0,330
0,272.8,0.0,0.0,Fog,11,4,2013,1,0,0,330
0,272.8,0.0,0.0,Snow,11,4,2013,1,0,0,330
0,272.8,0.0,0.0,Mist,11,4,2013,1,0,0,330
1,272.8,0.0,0.0,Thunderstorm,11,4,2013,1,0,0,330
0,272.52,0.0,0.0,Snow,11,4,2013,2,0,0,238
0,272.52,0.0,0.0,Mist,11,4,2013,2,0,0,238
0,272.29,0.0,0.0,Clouds,11,4,2013,3,0,0,331
0,272.68,0.0,0.0,Clouds,11,4,2013,4,0,0,773
1,272.3,0.0,0.0,Clouds,11,4,2013,5,0,0,2628
1,272.37,0.0,0.0,Clouds,11,4,2013,6,0,0,3973
0,272.61,0.0,0.0,Clouds,11,4,2013,7,0,0,3078
0,273.08,0.0,0.0,Clouds,11,4,2013,8,0,0,3069
0,273.64,0.0,0.0,Clouds,11,4,2013,9,0,0,4018
1,274.2,0.0,0.0,Clouds,11,4,2013,10,0,0,3191
0,274.53,0.0,0.0,Clouds,11,4,2013,11,0,0,3246
1,275.27,0.0,0.0,Clouds,11,4,2013,12,0,0,3714
1,275.66,0.0,0.0,Clouds,11,4,2013,13,0,0,3827
1,275.89,0.0,0.0,Clouds,11,4,2013,14,0,0,4562
1,276.25,0.0,0.0,Haze,11,4,2013,15,0,0,4797
0,276.18,0.0,0.0,Clouds,11,4,2013,16,0,0,5668
0,276.29,0.0,0.0,Haze,11,4,2013,17,0,0,5029
0,276.2,0.0,0.0,Rain,11,4,2013,18,0,0,3803
1,276.2,0.0,0.0,Snow,11,4,2013,18,0,0,3803
1,275.87,0.0,0.0,Snow,11,4,2013,19,0,0,2777
1,275.62,0.0,0.0,Snow,11,4,2013,20,0,0,2452
1,275.65,0.0,0.0,Clouds,11,4,2013,21,0,0,4070
0,275.85,0.0,0.0,Clouds,11,4,2013,22,0,0,2697
0,275.31,0.0,0.0,Rain,11,4,2013,23,0,0,1306
0,275.31,0.0,0.0,Snow,11,4,2013,23,0,0,1306
1,275.12,0.0,0.0,Snow,12,4,2013,0,0,0,661
1,275.12,0.0,0.0,Rain,12,4,2013,0,0,0,661
0,274.93,0.0,0.0,Snow,12,4,2013,1,0,0,380
0,275.0,0.0,0.0,Drizzle,12,4,2013,2,0,0,309
1,274.93,0.0,0.0,Rain,12,4,2013,3,0,0,344
1,274.5,0.0,0.0,Snow,12,4,2013,4,0,0,713
1,273.65,0.0,0.0,Snow,12,4,2013,5,0,0,2407
0,273.65,0.0,0.0,Snow,12,4,2013,5,0,0,2407
1,273.09,0.0,0.0,Snow,12,4,2013,6,0,0,5001
0,273.09,0.0,0.0,Mist,12,4,2013,6,0,0,5001
0,273.09,0.0,0.0,Snow,12,4,2013,6,0,0,5001
1,272.6,0.0,0.0,Snow,12,4,2013,7,0,0,5652
1,272.6,0.0,0.0,Fog,12,4,2013,7,0,0,5652
1,272.6,0.0,0.0,Snow,12,4,2013,7,0,0,5652
1,272.6,0.0,0.0,Mist,12,4,2013,7,0,0,5652
0,272.15,0.0,0.0,Snow,12,4,2013,8,0,0,6036
1,272.15,0.0,0.0,Fog,12,4,2013,8,0,0,6036
1,272.08,0.0,0.0,Snow,12,4,2013,9,0,0,5197
0,272.08,0.0,0.0,Mist,12,4,2013,9,0,0,5197
0,272.08,0.0,0.0,Fog,12,4,2013,9,0,0,5197
0,272.08,0.0,0.0,Snow,12,4,2013,9,0,0,5197
0,272.75,0.0,0.0,Snow,12,4,2013,10,0,0,4513
0,272.75,0.0,0.0,Mist,12,4,2013,10,0,0,4513
1,272.75,0.0,0.0,Snow,12,4,2013,10,0,0,4513
0,273.39,0.0,0.0,Snow,12,4,2013,11,0,0,5071
1,273.39,0.0,0.0,Mist,12,4,2013,11,0,0,5071
0,273.9,0.0,0.0,Snow,12,4,2013,12,0,0,5393
1,273.9,0.0,0.0,Mist,12,4,2013,12,0,0,5393
1,273.9,0.0,0.0,Haze,12,4,2013,12,0,0,5393
1,274.21,0.0,0.0,Snow,12,4,2013,13,0,0,5446
0,274.21,0.0,0.0,Mist,12,4,2013,13,0,0,5446
0,274.21,0.0,0.0,Haze,12,4,2013,13,0,0,5446
0,274.43,0.0,0.0,Haze,12,4,2013,14,0,0,5649
1,274.64,0.0,0.0,Clouds,12,4,2013,15,0,0,6255
0,274.65,0.0,0.0,Rain,12,4,2013,16,0,0,6595
1,274.65,0.0,0.0,Mist,12,4,2013,16,0,0,6595
1,274.65,0.0,0.0,Drizzle,12,4,2013,16,0,0,6595
1,274.65,0.0,0.0,Haze,12,4,2013,16,0,0,6595
1,274.26,0.0,0.0,Mist,12,4,2013,17,0,0,5988
1,274.26,0.0,0.0,Rain,12,4,2013,17,0,0,5988
1,274.07,0.0,0.0,Mist,12,4,2013,18,0,0,4956
1,274.07,0.0,0.0,Snow,12,4,2013,18,0,0,4956
0,273.79,0.0,0.0,Rain,12,4,2013,19,0,0,3716
1,273.79,0.0,0.0,Mist,12,4,2013,19,0,0,3716
0,273.58,0.0,0.0,Snow,12,4,2013,20,0,0,3085
0,273.58,0.0,0.0,Mist,12,4,2013,20,0,0,3085
0,273.24,0.0,0.0,Snow,12,4,2013,21,0,0,2866
0,273.24,0.0,0.0,Mist,12,4,2013,21,0,0,2866
1,272.9,0.0,0.0,Snow,12,4,2013,22,0,0,2774
1,272.9,0.0,0.0,Mist,12,4,2013,22,0,0,2774
0,272.62,0.0,0.0,Snow,12,4,2013,23,0,0,1695
1,272.62,0.0,0.0,Mist,12,4,2013,23,0,0,1695
0,272.26,0.0,0.0,Snow,13,4,2013,0,0,0,1128
1,272.26,0.0,0.0,Mist,13,4,2013,0,0,0,1128
1,272.26,0.0,0.0,Snow,13,4,2013,0,0,0,1128
0,271.88,0.0,0.0,Snow,13,4,2013,1,0,0,707
1,271.88,0.0,0.0,Mist,13,4,2013,1,0,0,707
0,271.57,0.0,0.0,Snow,13,4,2013,2,0,0,551
0,271.57,0.0,0.0,Mist,13,4,2013,2,0,0,551
0,271.45,0.0,0.0,Snow,13,4,2013,3,0,0,351
0,271.45,0.0,0.0,Mist,13,4,2013,3,0,0,351
0,271.45,0.0,0.0,Snow,13,4,2013,3,0,0,351
1,271.13,0.0,0.0,Snow,13,4,2013,4,0,0,366
1,271.13,0.0,0.0,Mist,13,4,2013,4,0,0,366
0,271.13,0.0,0.0,Snow,13,4,2013,4,0,0,366
0,270.85,0.0,0.0,Snow,13,4,2013,5,0,0,701
0,270.85,0.0,0.0,Mist,13,4,2013,5,0,0,701
0,270.79,0.0,0.0,Snow,13,4,2013,6,0,0,1402
1,270.79,0.0,0.0,Mist,13,4,2013,6,0,0,1402
0,270.77,0.0,0.0,Snow,13,4,2013,7,0,0,2163
0,270.77,0.0,0.0,Mist,13,4,2013,7,0,0,2163
1,271.24,0.0,0.0,Snow,13,4,2013,8,0,0,2943
1,271.24,0.0,0.0,Mist,13,4,2013,8,0,0,2943
0,271.76,0.0,0.0,Snow,13,4,2013,9,0,0,3766
1,271.76,0.0,0.0,Mist,13,4,2013,9,0,0,3766
1,272.47,0.0,0.0,Clouds,13,4,2013,10,0,0,4049
0,272.88,0.0,0.0,Snow,13,4,2013,11,0,0,4668
1,272.88,0.0,0.0,Mist,13,4,2013,11,0,0,4668
1,273.42,0.0,0.0,Haze,13,4,2013,12,0,0,5311
0,273.8,0.0,0.0,Clouds,13,4,2013,13,0,0,5226
1,274.63,0.0,0.0,Clouds,13,4,2013,14,0,0,5173
0,274.82,0.0,0.0,Snow,13,4,2013,15,0,0,4823
0,274.86,0.0,0.0,Snow,13,4,2013,16,0,0,4759
0,274.84,0.0,0.0,Snow,13,4,2013,17,0,0,4718
1,274.51,0.0,0.0,Snow,13,4,2013,18,0,0,4385
1,273.98,0.0,0.0,Snow,13,4,2013,19,0,0,3319
0,273.98,0.0,0.0,Mist,13,4,2013,19,0,0,3319
0,273.33,0.0,0.0,Snow,13,4,2013,20,0,0,2881
0,273.33,0.0,0.0,Mist,13,4,2013,20,0,0,2881
0,272.86,0.0,0.0,Snow,13,4,2013,21,0,0,2999
0,272.53,0.0,0.0,Snow,13,4,2013,22,0,0,4816
1,272.28,0.0,0.0,Snow,13,4,2013,23,0,0,2254
0,271.91,0.0,0.0,Snow,14,4,2013,0,0,0,1329
0,271.75,0.0,0.0,Snow,14,4,2013,1,0,0,860
0,271.63,0.0,0.0,Snow,14,4,2013,2,0,0,690
0,271.63,0.0,0.0,Mist,14,4,2013,2,0,0,690
0,271.32,0.0,0.0,Snow,14,4,2013,3,0,0,350
1,271.32,0.0,0.0,Mist,14,4,2013,3,0,0,350
1,271.21,0.0,0.0,Snow,14,4,2013,4,0,0,253
0,271.21,0.0,0.0,Mist,14,4,2013,4,0,0,253
1,271.15,0.0,0.0,Mist,14,4,2013,5,0,0,459
0,271.15,0.0,0.0,Snow,14,4,2013,5,0,0,459
0,271.26,0.0,0.0,Mist,14,4,2013,6,0,0,730
1,271.26,0.0,0.0,Snow,14,4,2013,6,0,0,730
1,271.22,0.0,0.0,Snow,14,4,2013,7,0,0,982
0,271.22,0.0,0.0,Mist,14,4,2013,7,0,0,982
1,271.56,0.0,0.0,Mist,14,4,2013,8,0,0,1569
0,271.94,0.0,0.0,Clouds,14,4,2013,9,0,0,2347
0,272.63,0.0,0.0,Clouds,14,4,2013,10,0,0,2984
1,273.35,0.0,0.0,Snow,14,4,2013,11,0,0,3303
0,274.03,0.0,0.0,Snow,14,4,2013,12,0,0,3655
0,274.52,0.0,0.0,Clouds,14,4,2013,13,0,0,3681
0,274.62,0.0,0.0,Clouds,14,4,2013,14,0,0,3697
1,274.83,0.0,0.0,Clouds,14,4,2013,15,0,0,3861
1,275.1,0.0,0.0,Clouds,14,4,2013,16,0,0,3946
1,275.06,0.0,0.0,Clouds,14,4,2013,17,0,0,3726
0,275.05,0.0,0.0,Clouds,14,4,2013,18,0,0,3205
1,274.79,0.0,0.0,Clouds,14,4,2013,19,0,0,2551
1,274.37,0.0,0.0,Clouds,14,4,2013,20,0,0,2179
1,273.69,0.0,0.0,Clouds,14,4,2013,21,0,0,1950
0,272.95,0.0,0.0,Clear,14,4,2013,22,0,0,1418
0,272.09,0.0,0.0,Clear,14,4,2013,23,0,0,907
0,271.71,0.0,0.0,Clear,15,4,2013,0,0,0,514
0,271.7,0.0,0.0,Clear,15,4,2013,1,0,0,267
1,272.29,0.0,0.0,Clouds,15,4,2013,2,0,0,233
1,272.52,0.0,0.0,Clouds,15,4,2013,3,0,0,288
1,272.58,0.0,0.0,Clouds,15,4,2013,4,0,0,735
1,272.61,0.0,0.0,Snow,15,4,2013,5,0,0,2541
0,272.19,0.0,0.0,Snow,15,4,2013,6,0,0,5806
0,271.81,0.0,0.0,Snow,15,4,2013,7,0,0,7082
0,271.91,0.0,0.0,Snow,15,4,2013,8,0,0,6126
0,272.38,0.0,0.0,Snow,15,4,2013,9,0,0,4916
0,272.66,0.0,0.0,Snow,15,4,2013,10,0,0,4386
0,272.93,0.0,0.0,Snow,15,4,2013,11,0,0,4552
1,273.21,0.0,0.0,Snow,15,4,2013,12,0,0,4755
0,273.25,0.0,0.0,Rain,15,4,2013,13,0,0,4880
1,273.25,0.0,0.0,Mist,15,4,2013,13,0,0,4880
1,273.25,0.0,0.0,Snow,15,4,2013,13,0,0,4880
0,273.36,0.0,0.0,Mist,15,4,2013,14,0,0,5222
1,273.36,0.0,0.0,Rain,15,4,2013,14,0,0,5222
0,273.36,0.0,0.0,Snow,15,4,2013,14,0,0,5222
0,273.36,0.0,0.0,Rain,15,4,2013,15,0,0,5809
0,273.36,0.0,0.0,Mist,15,4,2013,15,0,0,5809
0,273.36,0.0,0.0,Snow,15,4,2013,15,0,0,5809
0,273.37,0.0,0.0,Rain,15,4,2013,16,0,0,6683
1,273.37,0.0,0.0,Mist,15,4,2013,16,0,0,6683
1,273.37,0.0,0.0,Snow,15,4,2013,16,0,0,6683
0,273.53,0.0,0.0,Rain,15,4,2013,17,0,0,6400
0,273.53,0.0,0.0,Mist,15,4,2013,17,0,0,6400
1,273.62,0.0,0.0,Rain,15,4,2013,18,0,0,4630
1,273.62,0.0,0.0,Mist,15,4,2013,18,0,0,4630
1,273.73,0.0,0.0,Rain,15,4,2013,19,0,0,3096
0,273.73,0.0,0.0,Mist,15,4,2013,19,0,0,3096
0,273.73,0.0,0.0,Snow,15,4,2013,19,0,0,3096
1,273.81,0.0,0.0,Snow,15,4,2013,20,0,0,2727
0,274.07,0.0,0.0,Snow,15,4,2013,21,0,0,2498
0,274.4,0.0,0.0,Drizzle,15,4,2013,22,0,0,1530
0,274.69,0.0,0.0,Rain,15,4,2013,23,0,0,1007
1,274.69,0.0,0.0,Mist,15,4,2013,23,0,0,1007
1,275.2,0.0,0.0,Mist,16,4,2013,0,0,0,535
0,275.12,0.0,0.0,Mist,16,4,2013,1,0,0,319
1,274.92,0.0,0.0,Clear,16,4,2013,2,0,0,234
1,274.66,0.0,0.0,Clear,16,4,2013,3,0,0,303
1,274.44,0.0,0.0,Clouds,16,4,2013,4,0,0,748
0,274.02,0.0,0.0,Clouds,16,4,2013,5,0,0,2705
0,273.53,0.0,0.0,Clouds,16,4,2013,6,0,0,5994
0,273.34,0.0,0.0,Clouds,16,4,2013,7,0,0,7016
1,273.43,0.0,0.0,Clouds,16,4,2013,8,0,0,6373
1,273.76,0.0,0.0,Clouds,16,4,2013,9,0,0,5046
1,274.4,0.0,0.0,Clouds,16,4,2013,10,0,0,4558
0,274.97,0.0,0.0,Clouds,16,4,2013,11,0,0,4764
0,275.46,0.0,0.0,Clouds,16,4,2013,12,0,0,4876
1,275.85,0.0,0.0,Clouds,16,4,2013,13,0,0,5004
1,276.4,0.0,0.0,Clouds,16,4,2013,14,0,0,5248
1,276.61,0.0,0.0,Clouds,16,4,2013,15,0,0,5958
1,276.72,0.0,0.0,Clouds,16,4,2013,16,0,0,6713
1,276.78,0.0,0.0,Clouds,16,4,2013,17,0,0,6407
0,276.49,0.0,0.0,Clouds,16,4,2013,18,0,0,4860
1,276.34,0.0,0.0,Clouds,16,4,2013,19,0,0,3149
1,275.92,0.0,0.0,Clouds,16,4,2013,20,0,0,2964
1,275.34,0.0,0.0,Clouds,16,4,2013,21,0,0,2473
1,275.15,0.0,0.0,Clear,16,4,2013,22,0,0,2142
0,274.92,0.0,0.0,Clouds,16,4,2013,23,0,0,1108
0,274.59,0.0,0.0,Clouds,17,4,2013,0,0,0,549
1,274.65,0.0,0.0,Clouds,17,4,2013,1,0,0,343
0,274.51,0.0,0.0,Clouds,17,4,2013,2,0,0,239
1,274.37,0.0,0.0,Clouds,17,4,2013,3,0,0,356
0,274.19,0.0,0.0,Clouds,17,4,2013,4,0,0,764
0,273.76,0.0,0.0,Clouds,17,4,2013,5,0,0,2610
1,273.76,0.0,0.0,Clouds,17,4,2013,6,0,0,5883
1,273.76,0.0,0.0,Clouds,17,4,2013,7,0,0,7039
0,273.86,0.0,0.0,Clouds,17,4,2013,8,0,0,6303
0,274.34,0.0,0.0,Clouds,17,4,2013,10,0,0,4595
1,275.04,0.0,0.0,Clouds,17,4,2013,11,0,0,4880
0,275.89,0.0,0.0,Clouds,17,4,2013,12,0,0,5047
0,277.16,0.0,0.0,Clouds,17,4,2013,13,0,0,4866
1,277.82,0.0,0.0,Clouds,17,4,2013,14,0,0,5425
0,278.84,0.0,0.0,Clouds,17,4,2013,15,0,0,5982
1,279.33,0.0,0.0,Clouds,17,4,2013,16,0,0,6736
1,279.62,0.0,0.0,Clouds,17,4,2013,17,0,0,6525
0,279.56,0.0,0.0,Clouds,17,4,2013,18,0,0,4542
1,278.92,0.0,0.0,Clouds,17,4,2013,19,0,0,3209
0,278.39,0.0,0.0,Clear,17,4,2013,20,0,0,2813
0,276.63,0.0,0.0,Clouds,17,4,2013,21,0,0,2511
0,276.43,0.0,0.0,Clouds,17,4,2013,22,0,0,2003
1,275.46,0.0,0.0,Clouds,17,4,2013,23,0,0,1022
0,275.11,0.0,0.0,Clouds,18,4,2013,0,0,0,590
0,274.98,0.0,0.0,Clear,18,4,2013,1,0,0,321
1,274.43,0.0,0.0,Clouds,18,4,2013,2,0,0,264
0,274.51,0.0,0.0,Clouds,18,4,2013,3,0,0,303
1,274.79,0.0,0.0,Clouds,18,4,2013,4,0,0,764
0,275.16,0.0,0.0,Clouds,18,4,2013,5,0,0,2683
0,275.15,0.0,0.0,Clouds,18,4,2013,6,0,0,5729
0,275.07,0.0,0.0,Clouds,18,4,2013,7,0,0,7150
0,275.54,0.0,0.0,Clouds,18,4,2013,8,0,0,5994
1,275.78,0.0,0.0,Clouds,18,4,2013,9,0,0,5210
0,275.83,0.0,0.0,Clouds,18,4,2013,10,0,0,4497
0,276.15,0.0,0.0,Clouds,18,4,2013,11,0,0,4620
0,276.3,0.0,0.0,Clouds,18,4,2013,12,0,0,4415
0,276.43,0.0,0.0,Clouds,18,4,2013,13,0,0,4472
0,277.1,0.0,0.0,Clouds,18,4,2013,14,0,0,4501
1,277.45,0.0,0.0,Clouds,18,4,2013,15,0,0,4192
0,277.56,0.0,0.0,Clouds,18,4,2013,16,0,0,3796
0,277.26,0.0,0.0,Clouds,18,4,2013,17,0,0,3618
1,276.64,0.0,0.0,Rain,18,4,2013,18,0,0,2812
0,276.64,0.0,0.0,Mist,18,4,2013,18,0,0,2812
1,276.64,0.0,0.0,Drizzle,18,4,2013,18,0,0,2812
0,276.24,0.0,0.0,Rain,18,4,2013,19,0,0,2190
1,276.24,0.0,0.0,Mist,18,4,2013,19,0,0,2190
1,276.24,0.0,0.0,Drizzle,18,4,2013,19,0,0,2190
1,275.69,0.0,0.0,Rain,18,4,2013,20,0,0,1809
1,275.69,0.0,0.0,Mist,18,4,2013,20,0,0,1809
1,275.69,0.0,0.0,Drizzle,18,4,2013,20,0,0,1809
0,275.33,0.0,0.0,Rain,18,4,2013,21,0,0,1577
1,275.33,0.0,0.0,Mist,18,4,2013,21,0,0,1577
0,275.33,0.0,0.0,Rain,18,4,2013,21,0,0,1577
0,275.33,0.0,0.0,Snow,18,4,2013,21,0,0,1577
1,274.79,0.0,0.0,Mist,18,4,2013,22,0,0,1532
1,274.79,0.0,0.0,Drizzle,18,4,2013,22,0,0,1532
1,274.79,0.0,0.0,Rain,18,4,2013,22,0,0,1532
1,274.79,0.0,0.0,Rain,18,4,2013,22,0,0,1532
0,274.79,0.0,0.0,Snow,18,4,2013,22,0,0,1532
1,274.79,0.0,0.0,Snow,18,4,2013,22,0,0,1532
1,274.65,0.0,0.0,Rain,18,4,2013,23,0,0,889
0,274.65,0.0,0.0,Mist,18,4,2013,23,0,0,889
0,274.65,0.0,0.0,Rain,18,4,2013,23,0,0,889
0,274.65,0.0,0.0,Snow,18,4,2013,23,0,0,889
1,274.65,0.0,0.0,Snow,18,4,2013,23,0,0,889
1,274.36,0.0,0.0,Rain,19,4,2013,0,0,0,516
1,274.36,0.0,0.0,Snow,19,4,2013,0,0,0,516
0,274.19,0.0,0.0,Rain,19,4,2013,1,0,0,338
0,274.19,0.0,0.0,Mist,19,4,2013,1,0,0,338
1,274.19,0.0,0.0,Drizzle,19,4,2013,1,0,0,338
0,274.19,0.0,0.0,Snow,19,4,2013,1,0,0,338
0,274.03,0.0,0.0,Mist,19,4,2013,2,0,0,261
1,274.03,0.0,0.0,Rain,19,4,2013,2,0,0,261
0,274.03,0.0,0.0,Snow,19,4,2013,2,0,0,261
0,273.89,0.0,0.0,Rain,19,4,2013,3,0,0,313
1,273.89,0.0,0.0,Mist,19,4,2013,3,0,0,313
0,273.89,0.0,0.0,Snow,19,4,2013,3,0,0,313
1,273.74,0.0,0.0,Clouds,19,4,2013,4,0,0,718
0,273.53,0.0,0.0,Snow,19,4,2013,5,0,0,2339
0,273.36,0.0,0.0,Mist,19,4,2013,6,0,0,4931
1,273.36,0.0,0.0,Rain,19,4,2013,6,0,0,4931
1,273.36,0.0,0.0,Snow,19,4,2013,6,0,0,4931
0,273.14,0.0,0.0,Snow,19,4,2013,7,0,0,5399
0,273.09,0.0,0.0,Mist,19,4,2013,9,0,0,4327
0,273.29,0.0,0.0,Mist,19,4,2013,10,0,0,3940
1,273.29,0.0,0.0,Snow,19,4,2013,10,0,0,3940
0,273.36,0.0,0.0,Snow,19,4,2013,11,0,0,4228
1,273.47,0.0,0.0,Mist,19,4,2013,12,0,0,4614
1,273.47,0.0,0.0,Snow,19,4,2013,12,0,0,4614
0,273.39,0.0,0.0,Mist,19,4,2013,13,0,0,4871
1,273.39,0.0,0.0,Snow,19,4,2013,13,0,0,4871
1,273.39,0.0,0.0,Fog,19,4,2013,13,0,0,4871
0,273.39,0.0,0.0,Snow,19,4,2013,13,0,0,4871
0,273.38,0.0,0.0,Snow,19,4,2013,14,0,0,5118
1,273.38,0.0,0.0,Mist,19,4,2013,14,0,0,5118
1,273.38,0.0,0.0,Fog,19,4,2013,14,0,0,5118
0,273.38,0.0,0.0,Snow,19,4,2013,14,0,0,5118
1,273.35,0.0,0.0,Snow,19,4,2013,15,0,0,5616
0,273.35,0.0,0.0,Fog,19,4,2013,15,0,0,5616
1,273.35,0.0,0.0,Mist,19,4,2013,15,0,0,5616
1,273.35,0.0,0.0,Snow,19,4,2013,15,0,0,5616
0,273.37,0.0,0.0,Snow,19,4,2013,16,0,0,6160
0,273.37,0.0,0.0,Fog,19,4,2013,16,0,0,6160
1,273.41,0.0,0.0,Mist,19,4,2013,17,0,0,5861
1,273.41,0.0,0.0,Snow,19,4,2013,17,0,0,5861
1,273.41,0.0,0.0,Fog,19,4,2013,17,0,0,5861
